Data_Point,Test_Time(s),Date_Time,Step_Time(s),Step_Index,Cycle_Index,Current(A),Voltage(V),Charge_Capacity(Ah),Discharge_Capacity(Ah),Charge_Energy(Wh),Discharge_Energy(Wh),ACR(Ohm),Internal Resistance(Ohm),dV/dt(V/s),dI/dt(A/s),Aux_Temperature_1,Aux_Temperature_2
5079,"225240,344876","07-18-2018 01:40:35,420","1440,0007",17,21,"-2,9999885559082","3,49747085571289","2,37113451957703","1,19998","9,24309158325195","4,437087",,,"-0,00031280517578125",,"37,8197288361829","34,5982093811035"
5080,"225360,348876","07-18-2018 01:42:35,424","1560,0047",17,21,"-2,99997425079346","3,45724487304688","2,37113451957703","1,299978","9,24309158325195","4,784799",,,"-0,000339508056640625",,"37,7425880432129","34,7176971435547"
5081,"225480,347176","07-18-2018 01:44:35,423","1680,003",17,21,"-2,99996185302734","3,42041015625","2,37113451957703","1,399977","9,24309158325195","5,128636",,,"-0,000241279602050781",,"37,6407127380371","34,6435699462891"
5082,"225600,347576","07-18-2018 01:46:35,423","1800,0034",17,21,"-2,99995708465576","3,38831233978272","2,37113451957703","1,499954","9,24309158325195","5,468956",,,"-0,000310897827148438",,"37,7445373535156","34,6633148193359"
5083,"225720,345676","07-18-2018 01:48:35,421","1920,0015",17,21,"-2,99983978271484","3,35960578918457","2,37113451957703","1,59995","9,24309158325195","5,806319",,,"-0,000253677368164063",,"37,7506370544434","34,5898284912109"
5084,"225840,348676","07-18-2018 01:50:35,424","2040,0045",17,21,"-2,99982929229736","3,33202266693115","2,37113451957703","1,699944","9,24309158325195","6,140882",,,"-0,000248908996582031",,"37,8596076057267","34,5816535949707"
5085,"225960,345176","07-18-2018 01:52:35,421","2160,001",17,21,"-2,99982070922852","3,30264759063721","2,37113451957703","1,799949","9,24309158325195","6,472666",,,"-0,000258445739746094",,"38,1847835737523","34,5762672424316"
5086,"226080,350176","07-18-2018 01:54:35,426","2280,006",17,21,"-2,99985599517822","3,26979351043701","2,37113451957703","1,899945","9,24309158325195","6,801277",,,"-0,000266075134277344",,"38,4939111237737","34,6672859191895"
5087,"226200,347176","07-18-2018 01:56:35,423","2400,003",17,21,"-2,99981784820557","3,23540782928467","2,37113451957703","1,999931","9,24309158325195","7,126554",,,"-0,000288963317871094",,"38,6745338439941","34,6875"
5088,"226320,350676","07-18-2018 01:58:35,426","2520,0065",17,21,"-3,00014877319336","3,18887901306152","2,37113451957703","2,099924","9,24309158325195","7,447881",,,"-0,00045013427734375",,"38,7955780029297","34,7119140625"
5089,"226440,346376","07-18-2018 02:00:35,422","2640,0022",17,21,"-2,99985599517822","3,09565830230713","2,37113451957703","2,199928","9,24309158325195","7,763003",,,"-0,00141143798828125",,"39,1698872307891","34,7246017456055"
5090,"226560,350276","07-18-2018 02:02:35,426","2760,0061",17,21,"-3,0001745223999","2,86341190338135","2,37113451957703","2,29994","9,24309158325195","8,062206",,,"-0,00286674499511719",,"39,65283203125","34,7222328186035"
5091,"226644,070676","07-18-2018 02:03:59,146","2843,7265",17,21,"-3,00017642974854","1,99962329864502","2,37113451957703","2,369707","9,24309158325195","8,244733",,,"-0,000799828278619972",,"40,0910949707031","34,6862564086914"
5092,"226644,088588","07-18-2018 02:03:59,166","0,0063",18,22,"-3,000075340271","1,99672412872314",0,"0,000002166874",0,"0,0000043277",,,"-0,00079935179388473",,"40,0909766358961","34,6862817650011"
5093,"226764,119156","07-18-2018 02:05:59,191","120,004",14,22,"1,49996376037598","3,27068138122559","0,0499935485422611","0,00001558457","0,152283608913422","0,00003111434",,,"0,00216388702392578",,"39,354939041022","34,7245101928711"
5094,"226884,118756","07-18-2018 02:07:59,191","240,0036",14,22,"1,50000190734863","3,44369316101074","0,0999863222241402","0,00001558457","0,320593565702438","0,00003111434",,,"0,00106430053710938",,"38,3689002990723","34,6856536865234"
5095,"227004,120356","07-18-2018 02:09:59,193","360,0052",14,22,"1,49999618530273","3,53391456604004","0,149992033839226","0,00001558457","0,495328456163406","0,00003111434",,,"0,000523567199707031",,"37,8806915283203","34,7165832519531"
5096,"227124,117756","07-18-2018 02:11:59,190","480,0026",14,22,"1,49992179870605","3,57645988464355","0,199988096952438","0,00001558457","0,673256933689117","0,00003111434",,,"0,000185012817382813",,"37,6603507995606","34,9272651672363"
5097,"227244,119056","07-18-2018 02:13:59,191","600,0039",14,22,"1,49997901916504","3,59525012969971","0,249987035989761","0,00001558457","0,852557897567749","0,00003111434",,,"0,000243186950683594",,"37,4269866943359","35,0315704345703"
5098,"227364,119856","07-18-2018 02:15:59,192","720,0047",14,22,"1,49999809265137","3,61261081695557","0,29997843503952","0,00001558457","1,03272616863251","0,00003111434",,,"0,000115394592285156",,"37,1750869750977","35,1284980773926"
5099,"227484,117956","07-18-2018 02:17:59,190","840,0028",14,22,"1,50000953674316","3,62975215911865","0,34997946023941","0,00001558457","1,213787317276","0,00003111434",,,"0,000180244445800781",,"36,9539108276367","35,1295700073242"
5100,"227604,122156","07-18-2018 02:19:59,194","960,007",14,22,"1,50002098083496","3,64824771881104","0,399981200695038","0,00001558457","1,39573109149933","0,00003111434",,,"0,000195503234863281",,"36,7682609558106","35,2175445556641"
5101,"227724,121056","07-18-2018 02:21:59,193","1080,0059",14,22,"1,50001907348633","3,6703462600708","0,449980050325394","0,00001558457","1,57867872714996","0,00003111434",,,"0,000232696533203125",,"36,5679740905762","35,0181465148926"
5102,"227844,119156","07-18-2018 02:23:59,191","1200,004",14,22,"1,50000381469727","3,69309711456299","0,499979078769684","0,00001558457","1,76276731491089","0,00003111434",,,"0,000225067138671875",,"36,4235343933106","35,0660743713379"
5103,"227964,119456","07-18-2018 02:25:59,192","1320,0043",14,22,"1,50005340576172","3,71501350402832","0,549972176551819","0,00001558457","1,94794929027557","0,00003111434",,,"0,000169754028320313",,"36,2933121812721","35,0716247558594"
5104,"228084,118756","07-18-2018 02:27:59,191","1440,0036",14,22,"1,50002479553223","3,73345851898193","0,599970638751984","0,00001558457","2,13417148590088","0,00003111434",,,"0,0001220703125",,"35,9786800276959","34,9925994873047"
5105,"228204,116956","07-18-2018 02:29:59,189","1560,0018",14,22,"1,5000057220459","3,7487268447876","0,649975657463074","0,00001558457","2,32125997543335","0,00003111434",,,"0,000103950500488281",,"35,7112808227539","34,7668952941895"
5106,"228324,120856","07-18-2018 02:31:59,193","1680,0057",14,22,"1,5000114440918","3,76122570037842","0,699976563453674","0,00001558457","2,50901937484741","0,00003111434",,,"0,000138282775878906",,"35,6539878845215","34,6659049987793"
5107,"228444,115456","07-18-2018 02:33:59,188","1800,0003",14,22,"1,50002479553223","3,77339839935303","0,749966502189636","0,00001558457","2,697345495224","0,00003111434",,,"0,000124931335449219",,"35,6478118947953","34,6457672119141"
5108,"228564,115456","07-18-2018 02:35:59,188","1920,0003",14,22,"1,49998664855957","3,78627681732178","0,799966514110565","0,00001558457","2,88633298873901","0,00003111434",,,"0,0001373291015625",,"35,7227248572702","34,5740089416504"
5109,"228684,120456","07-18-2018 02:37:59,193","2040,0053",14,22,"1,50001525878906","3,80025482177734","0,849965274333954","0,00001558457","3,07598543167114","0,00003111434",,,"0,000141143798828125",,"35,8492124838017","34,6268424987793"
5110,"228804,117756","07-18-2018 02:39:59,190","2160,0026",14,22,"1,50004577636719","3,81552028656006","0,899963617324829","0,00001558457","3,26636672019959","0,00003111434",,,"0,000128746032714844",,"35,9548683166504","34,6121520996094"
5111,"228924,119556","07-18-2018 02:41:59,192","2280,0044",14,22,"1,50003814697266","3,83232975006104","0,949970304965973","0,00001558457","3,45758175849915","0,00003111434",,,"0,000134468078613281",,"36,0417747497559","34,5490608215332"
5112,"229044,116256","07-18-2018 02:43:59,189","2400,0011",14,22,"1,5","3,85056114196777","0,999960601329804","0,00001558457","3,6496102809906","0,00003111434",,,"0,0001678466796875",,"36,1825331468583","34,520881652832"
5113,"229164,119456","07-18-2018 02:45:59,192","2520,0043",14,22,"1,50003623962402","3,87004947662354","1,04996716976166","0,00001558457","3,84264612197876","0,00003111434",,,"0,000176429748535156",,"36,3218724777667","34,6531867980957"
5114,"229284,115556","07-18-2018 02:47:59,188","2640,0004",14,22,"1,49999237060547","3,89026546478272","1,09995889663696","0,00001558457","4,03661966323853","0,00003111434",,,"0,000161170959472656",,"36,3407020568848","34,6185989379883"
5115,"229404,120756","07-18-2018 02:49:59,193","2760,0056",14,22,"1,50002861022949","3,91071319580078","1,1499582529068","0,00001558457","4,23164129257202","0,00003111434",,,"0,000154495239257813",,"36,4312248229981","34,6502532958984"
5116,"229524,118656","07-18-2018 02:51:59,191","2880,0035",14,22,"1,4999885559082","3,93087387084961","1,19995737075806","0,00001558457","4,42768049240112","0,00003111434",,,"0,000171661376953125",,"36,4541740417481","34,646842956543"
5117,"229644,118256","07-18-2018 02:53:59,191","3000,0031",14,22,"1,50002098083496","3,95017051696777","1,24995923042297","0,00001558457","4,62471866607666","0,00003111434",,,"0,000148773193359375",,"36,62646484375","34,7408866882324"
5118,"229764,117156","07-18-2018 02:55:59,189","3120,002",14,22,"1,50001907348633","3,96831130981445","1,29995584487915","0,00001558457","4,82267189025879","0,00003111434",,,"0,000172615051269531",,"36,7973709106445","34,7577857971191"
5119,"229884,119956","07-18-2018 02:57:59,192","3240,0048",14,22,"1,50002670288086","3,98530197143555","1,34995806217194","0,00001558457","5,02152585983276","0,00003111434",,,"0,000132560729980469",,"36,8583297729492","34,9707794189453"
5120,"230004,119656","07-18-2018 02:59:59,192","3360,0045",14,22,"1,50006103515625","4,00149250030518","1,39996373653412","0,00001558457","5,22122097015381","0,00003111434",,,"0,000132560729980469",,"36,9443359375","35,0568885803223"
5121,"230124,117756","07-18-2018 03:01:59,190","3480,0026",14,22,"1,50004577636719","4,01714706420898","1,44995546340942","0,00001558457","5,42165470123291","0,00003111434",,,"0,000116348266601563",,"36,8961677952677","34,9736518859863"
5122,"230244,120556","07-18-2018 03:03:59,193","3600,0054",14,22,"1,50002861022949","4,03257751464844","1,49995672702789","0,00001558457","5,62290382385254","0,00003111434",,,"0,000132560729980469",,"36,7833711058156","35,0077171325684"
5123,"230364,116156","07-18-2018 03:05:59,188","3720,001",14,22,"1,50004959106445","4,04790210723877","1,54995656013489","0,00001558457","5,82491540908814","0,00003111434",,,"0,000142097473144531",,"36,684986114502","35,0955390930176"
5124,"230484,117556","07-18-2018 03:07:59,190","3840,0024",14,22,"1,50002861022949","4,0637378692627","1,59995532035828","0,00001558457","6,02769756317139","0,00003111434",,,"0,00014495849609375",,"36,6229553739573","35,0573577880859"
5125,"230604,120156","07-18-2018 03:09:59,192","3960,005",14,22,"1,50005340576172","4,08050060272217","1,64995944499969","0,00001558457","6,23131418228149","0,00003111434",,,"0,000131607055664063",,"36,316951751709","34,9677047729492"
5126,"230724,116856","07-18-2018 03:11:59,189","4080,0017",14,22,"1,50005340576172","4,09867763519287","1,69996273517609","0,00001558457","6,43580150604248","0,00003111434",,,"0,000171661376953125",,"36,1351776123047","34,8596916198731"
5127,"230844,120156","07-18-2018 03:13:59,192","4200,005",14,22,"1,50004386901855","4,11827373504639","1,7499623298645","0,00001558457","6,64121723175049","0,00003111434",,,"0,000227928161621094",,"36,0032196044922","34,784236907959"
5128,"230964,119656","07-18-2018 03:15:59,192","4320,0045",14,22,"1,50005149841309","4,13905811309814","1,79995286464691","0,00001558457","6,84760713577271","0,00003111434",,,"0,000206947326660156",,"35,903995513916","34,6248779296875"
5129,"231084,118456","07-18-2018 03:17:59,191","4440,0033",14,22,"1,50000762939453","4,16038322448731","1,84995543956757","0,00001558457","7,0551028251648","0,00003111434",,,"0,000207901000976563",,"35,9060974103578","34,4722290039063"
5130,"231204,119656","07-18-2018 03:19:59,192","4560,0045",14,22,"1,50002479553223","4,18138694763184","1,89995169639587","0,00001558457","7,26363563537598","0,00003111434",,,"0,0001983642578125",,"36,0130577087402","34,6004905700684"
5131,"231319,258856","07-18-2018 03:21:54,331","4675,1437",14,22,"1,50003623962402","4,20000171661377","1,94793701171875","0,00001558457","7,46473503112793","0,00003111434",,,"0,000107780120186623",,"35,9472389221191","34,6020431518555"
5132,"231439,277072","07-18-2018 03:23:54,357","120,004",15,22,"1,33247756958008","4,20055866241455","1,9949893951416","0,00001558457","7,66238069534302","0,00003111434",,,"1,33514404296875E-05",,"36,0035629272461","34,5667114257813"
5133,"231559,275672","07-18-2018 03:25:54,356","240,0026",15,22,"1,22546195983887","4,2005033493042","2,03749537467957","0,00001558457","7,84092712402344","0,00003111434",,,"-1,9073486328125E-06",,"35,9234771728516","34,6058044433594"
5134,"231679,276772","07-18-2018 03:27:54,357","360,0037",15,22,"1,14727973937988","4,20046234130859","2,07700157165527","0,00001558457","8,00687217712402","0,00003111434",,,"-4,1961669921875E-05",,"35,9263763403575","34,5439987182617"
5135,"231799,277872","07-18-2018 03:29:54,358","480,0048",15,22,"1,07774925231934","4,20051193237305","2,11407423019409","0,00001558457","8,16259479522705","0,00003111434",,,"2,38418579101563E-05",,"35,8881072998047","34,6545867919922"
5136,"231919,277672","07-18-2018 03:31:54,358","600,0046",15,22,"1,00971412658691","4,20042705535889","2,1488618850708","0,00001558457","8,30871963500977","0,00003111434",,,"-9,5367431640625E-06",,"35,8160743713379","34,6237373352051"
5137,"232039,277372","07-18-2018 03:33:54,357","720,0043",15,22,"0,941442489624023","4,20047187805176","2,1813862323761","0,00001558457","8,44533729553223","0,00003111434",,,"-1,23977661132813E-05",,"35,6946334838867","34,6166000366211"
5138,"232159,275172","07-18-2018 03:35:54,355","840,0021",15,22,"0,872041702270508","4,200514793396","2,21161437034607","0,00001558457","8,57230949401856","0,00003111434",,,"5,24520874023438E-05",,"35,704856864039","34,6386260986328"
5139,"232279,276572","07-18-2018 03:37:54,356","960,0035",15,22,"0,801494598388672","4,20048427581787","2,23951172828674","0,00001558457","8,68949222564697","0,00003111434",,,"1,33514404296875E-05",,"35,8592260896474","34,7280693054199"
5140,"232399,275572","07-18-2018 03:39:54,355","1080,0025",15,22,"0,730337142944336","4,20046424865723","2,26503968238831","0,00001558457","8,79672145843506","0,00003111434",,,"-9,5367431640625E-07",,"35,9102705112213","34,8805999755859"
5141,"232519,276372","07-18-2018 03:41:54,356","1200,0033",15,22,"0,659885406494141","4,20049667358398","2,28820753097534","0,00001558457","8,8940372467041","0,00003111434",,,"6,4849853515625E-05",,"35,9239730834961","35,0116119384766"
5142,"232639,273472","07-18-2018 03:43:54,353","1320,0004",15,22,"0,59166145324707","4,20045471191406","2,30905818939209","0,00001558457","8,9816198348999","0,00003111434",,,"-9,5367431640625E-07",,"35,8171844482422","35,0401382446289"
5143,"232759,279772","07-18-2018 03:45:54,360","1440,0067",15,22,"0,52655029296875","4,20044803619385","2,32768511772156","0,00001558457","9,05986213684082","0,00003111434",,,"1,04904174804688E-05",,"35,7247161865234","35,0437622070313"
5144,"232879,278572","07-18-2018 03:47:54,359","1560,0055",15,22,"0,465679168701172","4,20044612884522","2,3442075252533","0,00001558457","9,12926387786865","0,00003111434",,,"-6,67572021484375E-06",,"35,611988067627","35,1031684875488"
5145,"232999,278272","07-18-2018 03:49:54,358","1680,0052",15,22,"0,410306930541992","4,20046329498291","2,35879373550415","0,00001558457","9,19053268432617","0,00003111434",,,"9,5367431640625E-06",,"35,484977722168","34,9988021850586"
5146,"233119,277072","07-18-2018 03:51:54,357","1800,004",15,22,"0,360275268554688","4,20046234130859","2,37161755561829","0,00001558457","9,24439907073975","0,00003111434",,,"0,0000152587890625",,"35,4113731997655","34,9967651367188"
5147,"233119,288072","07-18-2018 03:51:54,368","1800,015",15,22,"0,360273361206055","4,20046043395996","2,37161946296692","0,00001558457","9,24440670013428","0,00003111434",,,"1,52591911514094E-05",,"35,4113656128964","35,0169334411621"
5148,"233719,351884","07-18-2018 04:01:54,422","600,0015",16,22,0,"4,14658260345459","2,37161946296692","0,00001558457","9,24440670013428","0,00003111434",,,"3,71932983398438E-05",,"34,9937","35,0194511413574"
5149,"233719,359684","07-18-2018 04:01:54,430","600,0093",16,22,0,"4,14658832550049","2,37161946296692","0,00001558457","9,24440670013428","0,00003111434",,,"3,71807872513464E-05",,"34,9937246156081","35,0194352483483"
5150,"233839,432268","07-18-2018 04:03:54,524","120,0015",17,22,"-3,00011253356934","3,83654403686523","2,37161946296692","0,1000176","9,24440670013428","0,3850131",,,"-0,000155448913574219",,"35,3727488056386","35,0412673950195"
5151,"233959,432068","07-18-2018 04:05:54,524","240,0013",17,22,"-3,00012111663818","3,82042217254639","2,37161946296692","0,200003","9,24440670013428","0,7678246",,,"-0,000163078308105469",,"35,7933197021484","34,8855819702148"
5152,"234079,434968","07-18-2018 04:07:54,527","360,0042",17,22,"-3,00006866455078","3,79926204681397","2,37161946296692","0,3000063","9,24440670013428","1,148878",,,"-0,000202178955078125",,"36,1534805297852","34,6441383361816"
5153,"234199,432568","07-18-2018 04:09:54,525","480,0018",17,22,"-3,00005149841309","3,77102184295654","2,37161946296692","0,4000009","9,24440670013428","1,527429",,,"-0,000288009643554688",,"36,60986328125","34,6126518249512"
5154,"234319,432368","07-18-2018 04:11:54,525","600,0016",17,22,"-3,00005149841309","3,73739433288574","2,37161946296692","0,5000045","9,24440670013428","1,902896",,,"-0,000331878662109375",,"36,9300270080566","34,5805587768555"
5155,"234439,433768","07-18-2018 04:13:54,526","720,003",17,22,"-3,00007343292236","3,70256996154785","2,37161946296692","0,6000151","9,24440670013428","2,274924",,,"-0,000306129455566406",,"37,2905044555664","34,5356330871582"
5156,"234559,432568","07-18-2018 04:15:54,525","840,0018",17,22,"-3,00007915496826","3,66997146606445","2,37161946296692","0,7000061","9,24440670013428","2,643492",,,"-0,000279426574707031",,"37,4974249069103","34,5161590576172"
5157,"234679,433168","07-18-2018 04:17:54,525","960,0024",17,22,"-3,00005435943604","3,63980960845947","2,37161946296692","0,8000149","9,24440670013428","3,009004",,,"-0,000280380249023438",,"37,6583668504293","34,5857238769531"
5158,"234799,436168","07-18-2018 04:19:54,528","1080,0054",17,22,"-3,00003528594971","3,6093053817749","2,37161946296692","0,9000124","9,24440670013428","3,371468",,,"-0,000295639038085938",,"37,8224983215332","34,7007560729981"
5159,"234919,432968","07-18-2018 04:21:54,525","1200,0022",17,22,"-3,00006008148193","3,57580280303955","2,37161946296692","0,9999944","9,24440670013428","3,730692",,,"-0,0002899169921875",,"37,862117767334","34,5793304443359"
5160,"235039,437468","07-18-2018 04:23:54,530","1320,0067",17,22,"-3,00008106231689","3,53851795196533","2,37161946296692","1,100012","9,24440670013428","4,086501",,,"-0,00035858154296875",,"37,8340339660645","34,6005554199219"
5161,"235159,433168","07-18-2018 04:25:54,525","1440,0024",17,22,"-3,00001430511475","3,4983959197998","2,37161946296692","1,199985","9,24440670013428","4,438263",,,"-0,0003662109375",,"37,7906799677703","34,7173042297363"
5162,"235279,435468","07-18-2018 04:27:54,528","1560,0047",17,22,"-2,9999828338623","3,4581298828125","2,37161946296692","1,300008","9,24440670013428","4,786158",,,"-0,000345230102539063",,"37,7460021972656","34,6026992797852"
5163,"235399,435268","07-18-2018 04:29:54,528","1680,0045",17,22,"-2,99995708465576","3,42130565643311","2,37161946296692","1,399993","9,24440670013428","5,130038",,,"-0,00029754638671875",,"37,771446206824","34,691535949707"
5164,"235519,431768","07-18-2018 04:31:54,524","1800,001",17,22,"-2,99995136260986","3,38918399810791","2,37161946296692","1,499986","9,24440670013428","5,470504",,,"-0,000261306762695313",,"37,7597389221191","34,6125106811523"
5165,"235639,434668","07-18-2018 04:33:54,527","1920,0039",17,22,"-2,99990653991699","3,36050224304199","2,37161946296692","1,599986","9,24440670013428","5,807969",,,"-0,000247001647949219",,"37,8164939407424","34,6946716308594"
5166,"235759,434468","07-18-2018 04:35:54,527","2040,0037",17,22,"-2,99987697601318","3,33294105529785","2,37161946296692","1,699989","9,24440670013428","6,142653",,,"-0,000229835510253906",,"37,9997177124023","34,6110153198242"
5167,"235879,436668","07-18-2018 04:37:54,529","2160,0059",17,22,"-2,99984169006348","3,30352306365967","2,37161946296692","1,799968","9,24440670013428","6,474438",,,"-0,000271797180175781",,"38,3092839522379","34,707691192627"
5168,"235999,434768","07-18-2018 04:39:54,527","2280,004",17,22,"-2,99987697601318","3,27070236206055","2,37161946296692","1,899968","9,24440670013428","6,803154",,,"-0,000262260437011719",,"38,6111902863385","34,6593856811523"
5169,"236119,435968","07-18-2018 04:41:54,528","2400,0052",17,22,"-2,99991893768311","3,23634147644043","2,37161946296692","1,999965","9,24440670013428","7,128561",,,"-0,000332832336425781",,"38,7340997298133","34,7467231750488"
5170,"236239,432868","07-18-2018 04:43:54,525","2520,0021",17,22,"-2,99993991851807","3,18991470336914","2,37161946296692","2,099953","9,24440670013428","7,449971",,,"-0,000482559204101563",,"38,8340377807617","34,6663970947266"
5171,"236359,433568","07-18-2018 04:45:54,526","2640,0028",17,22,"-2,999831199646","3,0972900390625","2,37161946296692","2,199933","9,24440670013428","7,765141",,,"-0,00133228302001953",,"39,2539978027344","34,7251777648926"
5172,"236479,431768","07-18-2018 04:47:54,524","2760,001",17,22,"-3,00017642974854","2,86599922180176","2,37161946296692","2,299934","9,24440670013428","8,064514",,,"-0,00288772583007813",,"39,8337054190027","34,7398452758789"
5173,"236563,790068","07-18-2018 04:49:18,882","2844,3593",17,22,"-3,0001802444458","1,9998722076416","2,37161946296692","2,370236","9,24440670013428","8,248618",,,"-0,000800914789160431",,"40,1999121076962","34,8224983215332"
5174,"236563,814256","07-18-2018 04:49:18,902","0,0064",18,23,"-3,00051307678223","1,99759387969971",0,"0,000002333732",0,"0,000004661848",,,"-0,000800437355960738",,"40,1998145904747","34,8517570495606"
5175,"236683,842824","07-18-2018 04:51:18,926","120,0021",14,23,"1,49998664855957","3,27018737792969","0,0499943122267723","0,00001566756","0,152259767055511","0,0000312874",,,"0,00216865539550781",,"39,5901120344121","34,8168411254883"
5176,"236803,845724","07-18-2018 04:53:18,929","240,005",14,23,"1,4999885559082","3,44328594207764","0,0999966785311699","0,00001566756","0,320580333471298","0,0000312874",,,"0,00106716156005859",,"38,5868263244629","34,8079872131348"
5177,"236923,845724","07-18-2018 04:55:18,929","360,005",14,23,"1,50002098083496","3,5335168838501","0,149990275502205","0,00001566756","0,495252579450607","0,0000312874",,,"0,000553131103515625",,"37,8028380251498","34,9153861999512"
5178,"237043,846624","07-18-2018 04:57:18,929","480,0059",14,23,"1,49999237060547","3,57609272003174","0,199996441602707","0,00001566756","0,6731978058815","0,0000312874",,,"0,00023651123046875",,"37,4320259094238","34,833740234375"
5179,"237163,844524","07-18-2018 04:59:18,927","600,0038",14,23,"1,50000762939453","3,59491634368897","0,249983042478561","0,00001566756","0,85243684053421","0,0000312874",,,"0,000215530395507813",,"37,0671234130859","34,8074989318848"
5180,"237283,841224","07-18-2018 05:01:18,924","720,0005",14,23,"1,5000171661377","3,61231136322022","0,299990266561508","0,00001566756","1,0326452255249","0,0000312874",,,"0,000202178955078125",,"36,871753692627","34,824520111084"
5181,"237403,844724","07-18-2018 05:03:18,928","840,004",14,23,"1,4999885559082","3,62940311431885","0,349990606307983","0,00001566756","1,21368861198425","0,0000312874",,,"0,000132560729980469",,"36,6602823112308","34,787353515625"
5182,"237523,843124","07-18-2018 05:05:18,926","960,0024",14,23,"1,50001525878906","3,64792823791504","0,399985611438751","0,00001566756","1,395592212677","0,0000312874",,,"0,000203132629394531",,"36,5220759444708","34,7635002136231"
5183,"237643,847724","07-18-2018 05:07:18,931","1080,007",14,23,"1,49998664855957","3,67003345489502","0,449983417987824","0,00001566756","1,57852101325989","0,0000312874",,,"0,000242233276367188",,"36,3379635490639","34,7896995544434"
5184,"237763,841324","07-18-2018 05:09:18,924","1200,0006",14,23,"1,5","3,69281578063965","0,499973893165588","0,00001566756","1,76256394386292","0,0000312874",,,"0,0001678466796875",,"36,1826782226563","34,7371559143066"
5185,"237883,843024","07-18-2018 05:11:18,926","1320,0023",14,23,"1,50001907348633","3,7147102355957","0,549981117248535","0,00001566756","1,94778478145599","0,0000312874",,,"0,000189781188964844",,"36,0904693603516","34,7787818908691"
5186,"238003,846224","07-18-2018 05:13:18,929","1440,0055",14,23,"1,49992752075195","3,73318576812744","0,599973261356354","0,00001566756","2,13397002220154","0,0000312874",,,"0,000123977661132813",,"35,9462968120351","34,7991447448731"
5187,"238123,841324","07-18-2018 05:15:18,924","1560,0006",14,23,"1,49994850158691","3,74850559234619","0,649968981742859","0,00001566756","2,32101011276245","0,0000312874",,,"0,000115394592285156",,"35,9486123313457","34,7007560729981"
5188,"238243,846824","07-18-2018 05:17:18,930","1680,0061",14,23,"1,49997138977051","3,76100158691406","0,699973881244659","0,00001566756","2,50877070426941","0,0000312874",,,"0,000121116638183594",,"35,9066925048828","34,8482208251953"
5189,"238363,844724","07-18-2018 05:19:18,928","1800,004",14,23,"1,49999618530273","3,77315235137939","0,749972701072693","0,00001566756","2,69711756706238","0,0000312874",,,"5,91278076171875E-05",,"35,9374046325684","34,8307228088379"
5190,"238483,841224","07-18-2018 05:21:18,924","1920,0005",14,23,"1,49998664855957","3,78604316711426","0,799972057342529","0,00001566756","2,88609075546265","0,0000312874",,,"0,000148773193359375",,"35,9551315307617","34,8553009033203"
5191,"238603,844824","07-18-2018 05:23:18,928","2040,0041",14,23,"1,5000114440918","3,8000020980835","0,849963128566742","0,00001566756","3,07570219039917","0,0000312874",,,"0,000125885009765625",,"35,9947204259946","34,7899055480957"
5192,"238723,847624","07-18-2018 05:25:18,930","2160,0069",14,23,"1,5000114440918","3,81528568267822","0,899968683719635","0,00001566756","3,26609945297241","0,0000312874",,,"0,000139236450195313",,"36,1344412263113","34,6419715881348"
5193,"238843,843224","07-18-2018 05:27:18,926","2280,0025",14,23,"1,5000171661377","3,83207607269287","0,949962317943573","0,00001566756","3,45725274085999","0,0000312874",,,"0,000147819519042969",,"36,2298810576638","34,7644767761231"
5194,"238963,847424","07-18-2018 05:29:18,930","2400,0067",14,23,"1,49996757507324","3,85034656524658","0,999965608119965","0,00001566756","3,64931964874268","0,0000312874",,,"0,000171661376953125",,"36,3015896771079","34,7763862609863"
5195,"239083,844324","07-18-2018 05:31:18,927","2520,0036",14,23,"1,5000114440918","3,86979484558105","1,04996168613434","0,00001566756","3,84230256080627","0,0000312874",,,"0,0001983642578125",,"36,3974647521973","34,6266212463379"
5196,"239203,840724","07-18-2018 05:33:18,924",2640,14,23,"1,50003242492676","3,89000129699707","1,09996140003204","0,00001566756","4,03629446029663","0,0000312874",,,"0,000159263610839844",,"36,4670448303223","34,7126502990723"
5197,"239323,845324","07-18-2018 05:35:18,928","2760,0046",14,23,"1,50003242492676","3,91041660308838","1,14995968341827","0,00001566756","4,23129892349243","0,0000312874",,,"0,000111579895019531",,"36,438232421875","34,7030181884766"
5198,"239443,845524","07-18-2018 05:37:18,928","2880,0048",14,23,"1,50004959106445","3,93060970306397","1,19995892047882","0,00001566756","4,42732381820679","0,0000312874",,,"0,000196456909179688",,"36,5601233420279","34,7611885070801"
5199,"239563,844924","07-18-2018 05:39:18,928","3000,0042",14,23,"1,50004577636719","3,94983768463135","1,24995040893555","0,00001566756","4,62430620193481","0,0000312874",,,"0,000151634216308594",,"36,5747680664063","34,7799415588379"
5200,"239683,841724","07-18-2018 05:41:18,925","3120,001",14,23,"1,50001907348633","3,96793746948242","1,29994904994965","0,00001566756","4,82225179672241","0,0000312874",,,"0,000140190124511719",,"36,5789527893066","34,7212257385254"
5201,"239803,846624","07-18-2018 05:43:18,929","3240,0059",14,23,"1,50001907348633","3,98500156402588","1,34995937347412","0,00001566756","5,02112150192261","0,0000312874",,,"0,000157356262207031",,"36,5768737810293","34,7951354980469"
